Price_CLP,Price_UF,Price_USD,Comuna,Ubicacion,Dorms,Baths,Built Area,Total Area,Parking,id,Provincia,Región,Latitud (Decimal),Longitud (decimal),Latitud (Sexagesimal),Longitud (Sexagesimal),rango_baths,rango_dormitorios
145000000,4074,180573,colina,MaríaEsterFuenzalida,4,2,120.0,120.0,0.0,11311530,Chacabuco,Metropolitana de Santiago,-33.1939,-70.6678, -33°11' 38'' , -70°40' 4'' ,1-5,1-5
240000000,6743,298879,puentealto,Lamontura,4,3,120.0,380.0,2.0,9576820,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
150000000,4215,186800,maipu,VillaSantaCecilia/Maipu,4,2,75.0,100.0,0.0,11660678,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
94989710,2669,118294,estacioncentral,Ramónrivasentrepadrevivesypíoxii,2,1,53.0,162.0,3.0,11660539,Santiago,Metropolitana de Santiago,-33.4589,-70.6989, -33°27' 32'' , -70°41' 56'' ,1-5,1-5
149406820,4198,186061,maipu,LosRomanos,4,1,85.0,102.0,1.0,11660507,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
146452850,4115,182382,estacioncentral,vecinal,4,3,121.0,229.0,3.0,11660462,Santiago,Metropolitana de Santiago,-33.4589,-70.6989, -33°27' 32'' , -70°41' 56'' ,1-5,1-5
284720000,8000,354570,lascondes,TomasMoro-LosPozos,4,3,128.0,135.0,1.0,6526312,Santiago,Metropolitana de Santiago,-33.4167,-70.5833,"-33°25' 0""","-70°35' 0""",1-5,1-5
996520000,28000,1240996,providencia,Bustos2526,5,3,250.0,890.0,8.0,11660346,Santiago,Metropolitana de Santiago,-33.435,-70.6158,"-33°26' 6""", -70°36' 57'' ,1-5,1-5
132000000,3709,164384,maipu,CapellanFlorencioInfanteYC62467/C.LaCelestina,3,3,86.0,143.0,0.0,11660249,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
274043000,7700,341274,lareina,HospitalMilitar/RegistroCivil/Larrain,3,3,110.0,129.0,2.0,9383191,Santiago,Metropolitana de Santiago,-33.4428,-70.5319, -33°26' 34'' , -70°31' 55'' ,1-5,1-5
60000000,1686,74720,loespejo,CasaAisladaenLoSierra,3,1,139.0,227.0,0.0,8295118,Santiago,Metropolitana de Santiago,-33.5219,-70.6869, -33°31' 19'' , -70°41' 13'' ,1-5,1-5
587235000,16500,731301,vitacura,rotondaIreneFrei,4,3,158.0,239.0,2.0,5692196,Santiago,Metropolitana de Santiago,-33.4,-70.6,"-33°24' 0""","-70°36' 0""",1-5,1-5
56944000,1600,70914,huechuraba,Apasosdeciudadempresarial,5,1,130.0,180.0,0.0,11296020,Santiago,Metropolitana de Santiago,-33.3678,-70.6339, -33°22' 4'' , -70°38' 2'' ,1-5,1-5
960930000,27000,1196675,providencia,ColegioSanIgnacio,4,3,300.0,380.0,0.0,7387736,Santiago,Metropolitana de Santiago,-33.435,-70.6158,"-33°26' 6""", -70°36' 57'' ,1-5,1-5
340000000,9553,423412,loespejo,Am-55054avloespejo/autopistacentral,8,2,470.0,1670.0,1.0,5923212,Santiago,Metropolitana de Santiago,-33.5219,-70.6869, -33°31' 19'' , -70°41' 13'' ,1-5,6-10
113888000,3200,141828,macul,FroilanRoa-CampusSanJoaquin,4,1,79.0,100.0,0.0,7366627,Santiago,Metropolitana de Santiago,-33.4869,-70.6039, -33°29' 13'' , -70°36' 14'' ,1-5,1-5
124209100,3490,154681,maipu,Maipú,5,1,56.0,128.0,2.0,10720519,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
87907300,2470,109474,loprado,LagoRiñihue,5,1,117.0,90.0,2.0,9128030,Santiago,Metropolitana de Santiago,-33.445,-70.7258,"-33°26' 42""", -70°43' 33'' ,1-5,1-5
224217000,6300,279224,laflorida,Ventacasalaflorida,3,4,107.0,75.0,1.0,10641870,Santiago,Metropolitana de Santiago,-33.525,-70.5378,"-33°31' 30""", -70°32' 16'' ,1-5,1-5
624960400,17560,778282,lareina,lasperdices,10,4,222.0,800.0,6.0,5159920,Santiago,Metropolitana de Santiago,-33.4428,-70.5319, -33°26' 34'' , -70°31' 55'' ,1-5,6-10
179000000,5030,222914,recoleta,SantiagoCandelariaPerez,4,3,243.0,170.0,0.0,8438328,Santiago,Metropolitana de Santiago,-33.4058,-70.64, -33°24' 21'' ,"-70°38' 24""",1-5,1-5
142004100,3990,176842,cerrillos,Valdivieso-Mirador,3,1,75.0,220.0,2.0,9836403,Santiago,Metropolitana de Santiago,-33.5,-70.7167,"-33°30' 0""","-70°43' 0""",1-5,1-5
505378000,14200,629362,penalolen,ClubdeCampodeCarabineros,4,3,170.0,300.0,3.0,9560445,Santiago,Metropolitana de Santiago,-33.4861,-70.5333, -33°29' 10'' ,"-70°32' 0""",1-5,1-5
129903500,3650,161773,cerrillos,GeneralJoséBernalesRamírez,2,1,80.0,126.0,1.0,8394131,Santiago,Metropolitana de Santiago,-33.5,-70.7167,"-33°30' 0""","-70°43' 0""",1-5,1-5
487583000,13700,607202,lobarnechea,Lagoleman,4,4,150.0,254.0,2.0,8496762,Santiago,Metropolitana de Santiago,-33.35,-70.5167,"-33°21' 0""","-70°31' 0""",1-5,1-5
889750000,25000,1108032,quintanormal,Radal/nuevaimperial,4,2,217.0,1299.0,4.0,9179639,Santiago,Metropolitana de Santiago,-33.4269,-70.6989, -33°25' 37'' , -70°41' 56'' ,1-5,1-5
110000000,3091,136986,nunoa,Noespecifica,4,2,120.0,130.0,1.0,11319774,Santiago,Metropolitana de Santiago,-33.4539,-70.6039, -33°27' 14'' , -70°36' 14'' ,1-5,1-5
205000000,5760,255293,cerrillos,Aeropuertopichoy3116,5,3,140.0,180.0,0.0,10550786,Santiago,Metropolitana de Santiago,-33.5,-70.7167,"-33°30' 0""","-70°43' 0""",1-5,1-5
270000000,7586,336239,lascondes,Presidenteriesco-excelenteubicacion/colegiosek-cerroelplomo,3,2,90.0,150.0,2.0,11320093,Santiago,Metropolitana de Santiago,-33.4167,-70.5833,"-33°25' 0""","-70°35' 0""",1-5,1-5
601471000,16900,749030,lascondes,MartindeZamora-SánchezFontecilla,4,2,170.0,375.0,2.0,6526151,Santiago,Metropolitana de Santiago,-33.4167,-70.5833,"-33°25' 0""","-70°35' 0""",1-5,1-5
209981000,5900,261496,independencia,VentaCasa3DormitoriosIndependencia,3,2,171.0,203.0,0.0,11658057,Santiago,Metropolitana de Santiago,-33.4128,-70.6658, -33°24' 46'' , -70°39' 57'' ,1-5,1-5
290000000,8148,361146,macul,SectorVillaDivinaProvidencia,3,1,105.0,254.0,3.0,10615183,Santiago,Metropolitana de Santiago,-33.4869,-70.6039, -33°29' 13'' , -70°36' 14'' ,1-5,1-5
352341000,9900,438781,lareina,Tobalaba,3,2,90.0,420.0,3.0,10066522,Santiago,Metropolitana de Santiago,-33.4428,-70.5319, -33°26' 34'' , -70°31' 55'' ,1-5,1-5
220658000,6200,274792,quilicura,DoctorRenéAnzieta,5,3,160.0,250.0,2.0,6331601,Santiago,Metropolitana de Santiago,-33.3608,-70.7289, -33°21' 39'' , -70°43' 44'' ,1-5,1-5
80000000,2248,99626,puentealto,SargentoMenadier/EyzaguirreVillaFerroviaria,3,1,64.0,93.0,2.0,11657752,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
1672730000,47000,2083101,vitacura,Loarcaya/vitacura,7,5,475.0,1400.0,0.0,11657532,Santiago,Metropolitana de Santiago,-33.4,-70.6,"-33°24' 0""","-70°36' 0""",1-5,6-10
1672730000,47000,2083101,vitacura,Loarcaya/vitacura,7,5,475.0,1400.0,0.0,11657517,Santiago,Metropolitana de Santiago,-33.4,-70.6,"-33°24' 0""","-70°36' 0""",1-5,6-10
940928420,26438,1171766,nunoa,MetroMonseñorEyzaguirre/JoséDomingoCañas,6,4,272.0,605.0,0.0,11657499,Santiago,Metropolitana de Santiago,-33.4539,-70.6039, -33°27' 14'' , -70°36' 14'' ,1-5,6-10
475000000,13346,591532,quintanormal,Carrascal/LoEspinoza,5,2,381.0,1632.0,1.0,11657495,Santiago,Metropolitana de Santiago,-33.4269,-70.6989, -33°25' 37'' , -70°41' 56'' ,1-5,1-5
423521000,11900,527423,curacavi,LaAuroradeCuracaví/Curacaví,5,3,235.0,8000.0,1.0,11657479,Melipilla,Metropolitana de Santiago,-33.3989,-71.1369, -33°23' 56'' , -71°8' 13'' ,1-5,1-5
605030000,17000,753462,nunoa,PedroAguirrireCerdaconCrecenteErrazuriz,4,2,247.0,509.0,4.0,10344634,Santiago,Metropolitana de Santiago,-33.4539,-70.6039, -33°27' 14'' , -70°36' 14'' ,1-5,1-5
150000000,4215,186800,estacioncentral,Av.LasParcelas/ManuelRivasVicuña,3,2,72.0,186.0,1.0,11657461,Santiago,Metropolitana de Santiago,-33.4589,-70.6989, -33°27' 32'' , -70°41' 56'' ,1-5,1-5
150000000,4215,186800,sanbernardo,Loblanco/caminolospino,5,2,207.0,225.0,1.0,11657447,Maipo,Metropolitana de Santiago,-33.5819,-70.6869, -33°34' 55'' , -70°41' 13'' ,1-5,1-5
149990000,4214,186787,maipu,ParqueCentralOriente/Jacaranda,3,3,105.0,150.0,0.0,11657428,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
120000000,3372,149440,maipu,Alaska/losministros,3,2,115.0,115.0,3.0,11657406,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
124209100,3490,154681,quilicura,Estacionrunge/rigobertojara,3,3,82.0,112.0,0.0,11657389,Santiago,Metropolitana de Santiago,-33.3608,-70.7289, -33°21' 39'' , -70°43' 44'' ,1-5,1-5
275822500,7750,343490,lacisterna,GranAvenidaJoséMiguelCarrera/ElParrón,5,2,145.0,280.0,0.0,11657370,Santiago,Metropolitana de Santiago,-33.5289,-70.6628, -33°31' 44'' , -70°39' 46'' ,1-5,1-5
73000000,2051,90909,pedroaguirrecerda,DepartamentalconClotarioBlestGana,4,4,90.0,127.0,0.0,10912770,Santiago,Metropolitana de Santiago,-33.4661,-70.6336, -33°27' 58'' , -70°38' 1'' ,1-5,1-5
247457270,6953,308166,nunoa,Josepedroalessandriconrodrigodearaya,3,2,109.0,112.0,1.0,5715362,Santiago,Metropolitana de Santiago,-33.4539,-70.6039, -33°27' 14'' , -70°36' 14'' ,1-5,1-5
75000000,2107,93400,puentealto,PuenteAlto,2,1,75.0,84.0,1.0,10358022,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
125000000,3512,155666,puentealto,Pieandino,4,2,60.0,60.0,1.0,6936779,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
672651000,18900,837672,buin,CaminoLaCervera,5,3,230.0,5000.0,10.0,7039780,Maipo,Metropolitana de Santiago,-33.7278,-70.7389, -33°43' 40'' , -70°44' 20'' ,1-5,1-5
444875000,12500,554016,lareina,MateodeToroyZambrano,5,2,200.0,240.0,1.0,7135419,Santiago,Metropolitana de Santiago,-33.4428,-70.5319, -33°26' 34'' , -70°31' 55'' ,1-5,1-5
1597635100,44890,1989583,lobarnechea,CaminoLaVilla/CaminoTurístico,7,7,700.0,3500.0,0.0,3728591,Santiago,Metropolitana de Santiago,-33.35,-70.5167,"-33°21' 0""","-70°31' 0""",6-10,6-10
124565000,3500,155125,estacioncentral,AvEcuador-AVGeneralVelásquezponiente,3,1,100.0,160.0,0.0,8874357,Santiago,Metropolitana de Santiago,-33.4589,-70.6989, -33°27' 32'' , -70°41' 56'' ,1-5,1-5
498260000,14000,620498,maipu,Lautaro,5,3,1100.0,220.0,3.0,8420598,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
619266000,17400,771191,caleradetango,CondominioLasFuentes-paradero6CaminoLonquenNorte,6,5,480.0,5200.0,12.0,11490880,Maipo,Metropolitana de Santiago,-33.6278,-70.785, -33°37' 40'' ,"-70°47' 6""",1-5,6-10
455552000,12800,567313,laflorida,Calleelulmo,4,4,170.0,274.0,4.0,8104576,Santiago,Metropolitana de Santiago,-33.525,-70.5378,"-33°31' 30""", -70°32' 16'' ,1-5,1-5
413199900,11610,514570,lobarnechea,LosTrapenses,4,3,232.0,1016.0,2.0,6532629,Santiago,Metropolitana de Santiago,-33.35,-70.5167,"-33°21' 0""","-70°31' 0""",1-5,1-5
462670000,13000,576177,lareina,AlcaldedelaLastraconAxelMunthe,5,3,210.0,390.0,4.0,8329942,Santiago,Metropolitana de Santiago,-33.4428,-70.5319, -33°26' 34'' , -70°31' 55'' ,1-5,1-5
136309700,3830,169751,maipu,Segundatransversal/losministros,2,2,61.0,120.0,0.0,8800353,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
160000000,4496,199253,lampa,HaciendaLarapinta,4,2,120.0,250.0,2.0,10634415,Chacabuco,Metropolitana de Santiago,-33.2858,-70.8778, -33°17' 9'' , -70°52' 40'' ,1-5,1-5
266569100,7490,331967,laflorida,ExcelentepropiedadenSánchezFontecilla,4,4,121.0,177.0,2.0,11318748,Santiago,Metropolitana de Santiago,-33.525,-70.5378,"-33°31' 30""", -70°32' 16'' ,1-5,1-5
260000000,7305,323786,melipilla,ElEsfuerzo/Codigua,4,3,172.0,5200.0,0.0,5718899,Melipilla,Metropolitana de Santiago,-33.6889,-71.2078, -33°41' 20'' , -71°12' 28'' ,1-5,1-5
708241000,19900,881994,colina,Algarrobal,6,6,350.0,4500.0,8.0,9610601,Chacabuco,Metropolitana de Santiago,-33.1939,-70.6678, -33°11' 38'' , -70°40' 4'' ,6-10,6-10
416047100,11690,518116,laflorida,VistaCordillera/AltoMacul,4,0,182.0,467.0,0.0,8810272,Santiago,Metropolitana de Santiago,-33.525,-70.5378,"-33°31' 30""", -70°32' 16'' ,SIN BAÑO,1-5
290000000,8148,361146,santiago,RicardoCummings/SantaMonica,5,3,250.0,240.0,1.0,5660697,Santiago,Metropolitana de Santiago,-33.4372,-70.6572,"-33°26' 14""","-70°39' 26""",1-5,1-5
400000000,11239,498132,santiago,Coquimbo/Lira,11,4,399.0,200.0,0.0,9377416,Santiago,Metropolitana de Santiago,-33.4372,-70.6572,"-33°26' 14""","-70°39' 26""",1-5,11-15
179000000,5030,222914,macul,Casaenventaacuadrasdeclínicabupa,2,1,70.0,300.0,4.0,9179895,Santiago,Metropolitana de Santiago,-33.4869,-70.6039, -33°29' 13'' , -70°36' 14'' ,1-5,1-5
176170500,4950,219390,providencia,Avenidajosemanuelinfante1333,5,4,82.0,82.0,0.0,11312341,Santiago,Metropolitana de Santiago,-33.435,-70.6158,"-33°26' 6""", -70°36' 57'' ,1-5,1-5
58000000,1630,72229,melipilla,Casa2PisosenVillaLosJazmines,2,1,48.0,84.0,0.0,11656088,Melipilla,Metropolitana de Santiago,-33.6889,-71.2078, -33°41' 20'' , -71°12' 28'' ,1-5,1-5
75000000,2107,93400,pudahuel,Casa2PisosenConjuntoLaViña,3,1,76.0,79.0,0.0,11656084,Santiago,Metropolitana de Santiago,-33.4333,-70.7167,"-33°26' 0""","-70°43' 0""",1-5,1-5
600000000,16859,747198,nunoa,Propiedadde2PisoscercanaaEstaciónMetroÑuñoa,10,3,345.0,412.0,1.0,11656076,Santiago,Metropolitana de Santiago,-33.4539,-70.6039, -33°27' 14'' , -70°36' 14'' ,1-5,6-10
200000000,5620,249066,puentealto,CasaAisladacon2°PisoenSantaMaríadelPeñón,3,2,136.0,210.0,0.0,11656052,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
120151840,3376,149629,lacisterna,AutopistaVespucioSurydeGoycolea,4,3,135.0,117.0,0.0,10027205,Santiago,Metropolitana de Santiago,-33.5289,-70.6628, -33°31' 44'' , -70°39' 46'' ,1-5,1-5
1138880000,32000,1418281,lobarnechea,CaminoHuallalolen/CaminoelCajón,4,4,876.0,5490.0,4.0,6953554,Santiago,Metropolitana de Santiago,-33.35,-70.5167,"-33°21' 0""","-70°31' 0""",1-5,1-5
223861100,6290,278781,quintanormal,IngenieroLloydconConsulPoinsett,3,2,129.0,462.0,3.0,11313085,Santiago,Metropolitana de Santiago,-33.4269,-70.6989, -33°25' 37'' , -70°41' 56'' ,1-5,1-5
708241000,19900,881994,lareina,PrincipedeGales/PadreHurtado,6,4,305.0,815.0,4.0,9347714,Santiago,Metropolitana de Santiago,-33.4428,-70.5319, -33°26' 34'' , -70°31' 55'' ,1-5,6-10
256248000,7200,319113,macul,EscuelaAgrícola/VicuñaMackenna,7,2,112.0,190.0,0.0,7525018,Santiago,Metropolitana de Santiago,-33.4869,-70.6039, -33°29' 13'' , -70°36' 14'' ,1-5,6-10
111645830,3137,139036,sanbernardo,SanBernardo,5,3,90.0,140.0,2.0,10341448,Maipo,Metropolitana de Santiago,-33.5819,-70.6869, -33°34' 55'' , -70°41' 13'' ,1-5,1-5
200000000,5620,249066,loprado,CasaaunpardecuadrasdelMetroSanPablo,5,2,177.0,327.0,0.0,9422314,Santiago,Metropolitana de Santiago,-33.445,-70.7258,"-33°26' 42""", -70°43' 33'' ,1-5,1-5
363018000,10200,452077,laflorida,AltoMacul,4,3,160.0,390.0,0.0,8014649,Santiago,Metropolitana de Santiago,-33.525,-70.5378,"-33°31' 30""", -70°32' 16'' ,1-5,1-5
377254000,10600,469806,penalolen,CondominioLaderadelasPircas,3,3,130.0,330.0,3.0,11654462,Santiago,Metropolitana de Santiago,-33.4861,-70.5333, -33°29' 10'' ,"-70°32' 0""",1-5,1-5
319954100,8990,398448,colina,Colina,3,3,130.0,350.0,2.0,8754925,Chacabuco,Metropolitana de Santiago,-33.1939,-70.6678, -33°11' 38'' , -70°40' 4'' ,1-5,1-5
108990000,3062,135729,sanjoaquin,departamentalconvecinal,3,1,104.0,180.0,2.0,11312506,Santiago,Metropolitana de Santiago,-33.4908,-70.6278, -33°29' 27'' , -70°37' 40'' ,1-5,1-5
120000000,3372,149440,elbosque,CalleNavus/Baquedano,3,2,110.0,162.0,0.0,5283660,Santiago,Metropolitana de Santiago,-33.5669,-70.675, -33°34' 1'' ,"-70°40' 30""",1-5,1-5
174990000,4917,217920,puentealto,elapero,5,3,160.0,194.0,3.0,11312596,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
250000000,7024,311333,padrehurtado,Cuartatransversal,2,2,90.0,516.0,0.0,9822267,Talagante,Metropolitana de Santiago,-33.5667,-70.8333, -33°34' 33'' ,"-70°47' 60""",1-5,1-5
740272000,20800,921883,colina,AvJoséRabat12000,4,3,262.0,550.0,2.0,9419185,Chacabuco,Metropolitana de Santiago,-33.1939,-70.6678, -33°11' 38'' , -70°40' 4'' ,1-5,1-5
407505500,11450,507479,lobarnechea,LoBarnechea,3,3,150.0,380.0,1.0,6989404,Santiago,Metropolitana de Santiago,-33.35,-70.5167,"-33°21' 0""","-70°31' 0""",1-5,1-5
128124000,3600,159557,maipu,IslaDesolación,3,2,78.0,168.0,2.0,10061399,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
318530500,8950,396676,colina,AyresdeChicureo,5,4,222.0,222.0,0.0,11311573,Chacabuco,Metropolitana de Santiago,-33.1939,-70.6678, -33°11' 38'' , -70°40' 4'' ,1-5,1-5
116201350,3265,144709,penaflor,Espectacularcasareformada,3,1,100.0,200.0,0.0,10615743,Talagante,Metropolitana de Santiago,-33.6061,-70.8764, -33°36' 22'' , -70°52' 35'' ,1-5,1-5
145000000,4074,180573,renca,Miraflores/CombateNaval,5,2,165.0,155.0,0.0,5486801,Santiago,Metropolitana de Santiago,-33.3978,-70.7228, -33°23' 52'' , -70°43' 22'' ,1-5,1-5
1028551000,28900,1280885,lobarnechea,MonseñorAdolfoRodriguez/Huinganal/LaDehesa,4,4,261.0,706.0,6.0,7693741,Santiago,Metropolitana de Santiago,-33.35,-70.5167,"-33°21' 0""","-70°31' 0""",1-5,1-5
284720000,8000,354570,macul,Irán,5,3,125.0,225.0,4.0,10049136,Santiago,Metropolitana de Santiago,-33.4869,-70.6039, -33°29' 13'' , -70°36' 14'' ,1-5,1-5
330000000,9272,410959,macul,-oportunidadcomercial-enriquebarrenechea,7,7,,,0.0,11310453,Santiago,Metropolitana de Santiago,-33.4869,-70.6039, -33°29' 13'' , -70°36' 14'' ,6-10,6-10
180000000,5058,224159,sanbernardo,FreireconEsmeralda,3,2,74.0,144.0,2.0,10637760,Maipo,Metropolitana de Santiago,-33.5819,-70.6869, -33°34' 55'' , -70°41' 13'' ,1-5,1-5
605030000,17000,753462,lascondes,Torremolino/losdominicos,8,4,360.0,561.0,1.0,9184219,Santiago,Metropolitana de Santiago,-33.4167,-70.5833,"-33°25' 0""","-70°35' 0""",1-5,6-10
316751000,8900,394460,padrehurtado,Av.LaLaguna/CodominioLasRocas,6,6,199.0,354.0,3.0,7822689,Talagante,Metropolitana de Santiago,-33.5667,-70.8333, -33°34' 33'' ,"-70°47' 60""",6-10,6-10
306074000,8600,381163,nunoa,SargentoLuisNavarrete,4,2,150.0,190.0,1.0,10063727,Santiago,Metropolitana de Santiago,-33.4539,-70.6039, -33°27' 14'' , -70°36' 14'' ,1-5,1-5
363018000,10200,452077,independencia,Maruri,5,3,318.0,318.0,4.0,10058412,Santiago,Metropolitana de Santiago,-33.4128,-70.6658, -33°24' 46'' , -70°39' 57'' ,1-5,1-5
163714000,4600,203878,puentealto,Lasvizcachas,3,3,95.0,178.0,1.0,11652900,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
80000000,2248,99626,quintanormal,Casade1PisoenVillaGalaxia,3,1,60.0,194.0,0.0,4711270,Santiago,Metropolitana de Santiago,-33.4269,-70.6989, -33°25' 37'' , -70°41' 56'' ,1-5,1-5
366577000,10300,456509,penalolen,Consistorial,5,5,172.0,231.0,3.0,8328326,Santiago,Metropolitana de Santiago,-33.4861,-70.5333, -33°29' 10'' ,"-70°32' 0""",1-5,1-5
40000000,1124,49813,colina,JoseDonoso/RoqueEsteban,2,1,70.0,108.0,0.0,9833776,Chacabuco,Metropolitana de Santiago,-33.1939,-70.6678, -33°11' 38'' , -70°40' 4'' ,1-5,1-5
765185000,21500,952908,sanjosedemaipo,LoValdes,6,2,565.0,5160.0,20.0,4075445,Cordillera,Metropolitana de Santiago,-33.6439,-70.3528, -33°38' 38'' , -70°21' 10'' ,1-5,6-10
59500000,1672,74097,cerronavia,Elvas&riodouro,9,3,187.0,162.0,0.0,11312672,Santiago,Metropolitana de Santiago,-33.4219,-70.735, -33°25' 19'' ,"-70°44' 6""",1-5,6-10
248774100,6990,309806,talagante,Condominiolaforesta,4,3,120.0,210.0,2.0,11114371,Talagante,Metropolitana de Santiago,-33.6669,-70.9308, -33°40' 1'' , -70°55' 51'' ,1-5,1-5
101431500,2850,126316,puentealto,nonatocoo-lostoros,3,2,70.0,98.0,2.0,9514953,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
412844000,11600,514127,huechuraba,ElCarmen/ElGuanacoNorte,3,3,160.0,420.0,3.0,8230504,Santiago,Metropolitana de Santiago,-33.3678,-70.6339, -33°22' 4'' , -70°38' 2'' ,1-5,1-5
508937000,14300,633795,lascondes,PadreErrázuriz,4,4,120.0,240.0,2.0,5542518,Santiago,Metropolitana de Santiago,-33.4167,-70.5833,"-33°25' 0""","-70°35' 0""",1-5,1-5
242012000,6800,301385,islademaipo,IsladeMaipo,3,3,140.0,1100.0,3.0,11313070,Talagante,Metropolitana de Santiago,-33.7539,-70.8858, -33°45' 14'' , -70°53' 9'' ,1-5,1-5
72000000,2023,89664,puentealto,PuenteAlto,2,1,66.0,81.0,1.0,11652255,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
400000000,11239,498132,lacisterna,Casade4d+2b+saladeestudios+bodegacercaam.Lacisterna,4,2,245.0,750.0,0.0,9235196,Santiago,Metropolitana de Santiago,-33.5289,-70.6628, -33°31' 44'' , -70°39' 46'' ,1-5,1-5
163714000,4600,203878,puentealto,JorgeRossOssa1553,3,3,98.0,149.0,0.0,8842108,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
146500000,4116,182441,elbosque,Avenidaloblancoconochacavida,3,3,120.0,300.0,3.0,9391526,Santiago,Metropolitana de Santiago,-33.5669,-70.675, -33°34' 1'' ,"-70°40' 30""",1-5,1-5
391490000,11000,487534,nunoa,SimónBolívar,3,3,119.0,270.0,2.0,10045270,Santiago,Metropolitana de Santiago,-33.4539,-70.6039, -33°27' 14'' , -70°36' 14'' ,1-5,1-5
78000000,2192,97136,padrehurtado,PasajeLosJeronimos,3,2,110.0,55.0,1.0,8847397,Talagante,Metropolitana de Santiago,-33.5667,-70.8333, -33°34' 33'' ,"-70°47' 60""",1-5,1-5
480109100,13490,597894,providencia,Eliecerparada/jorgematte,4,3,132.0,336.0,0.0,11315126,Santiago,Metropolitana de Santiago,-33.435,-70.6158,"-33°26' 6""", -70°36' 57'' ,1-5,1-5
177950000,5000,221606,puentealto,CalleCardenalFresno,3,3,90.0,160.0,1.0,10048877,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
147307010,4139,183446,laflorida,Pasajeformentera,3,2,70.0,160.0,3.0,10335278,Santiago,Metropolitana de Santiago,-33.525,-70.5378,"-33°31' 30""", -70°32' 16'' ,1-5,1-5
462670000,13000,576177,colina,sagradoscorazones1200,3,3,140.0,400.0,3.0,11320768,Chacabuco,Metropolitana de Santiago,-33.1939,-70.6678, -33°11' 38'' , -70°40' 4'' ,1-5,1-5
316751000,8900,394460,penalolen,Josearrieta,5,3,200.0,264.0,1.0,10067135,Santiago,Metropolitana de Santiago,-33.4861,-70.5333, -33°29' 10'' ,"-70°32' 0""",1-5,1-5
180000000,5058,224159,maipu,A10minutosdelaEstacióndeMetroLasParcelasMaipú,5,2,110.0,132.0,3.0,11651372,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
115631910,3249,144000,penaflor,Rodolfotheilerbergfield2141,3,2,70.0,150.0,2.0,11651321,Talagante,Metropolitana de Santiago,-33.6061,-70.8764, -33°36' 22'' , -70°52' 35'' ,1-5,1-5
640620000,18000,797783,penalolen,Av.Quilin11.100casa58cond.Lascumbre,5,4,200.0,625.0,2.0,11651220,Santiago,Metropolitana de Santiago,-33.4861,-70.5333, -33°29' 10'' ,"-70°32' 0""",1-5,1-5
305006300,8570,379833,huechuraba,AvenidaElSauce,4,4,140.0,240.0,3.0,8328349,Santiago,Metropolitana de Santiago,-33.3678,-70.6339, -33°22' 4'' , -70°38' 2'' ,1-5,1-5
177950000,5000,221606,penaflor,Av.Miraflores1337casa146,3,4,100.0,180.0,2.0,11651168,Talagante,Metropolitana de Santiago,-33.6061,-70.8764, -33°36' 22'' , -70°52' 35'' ,1-5,1-5
